id,displayName,name,description,objectKind,galoisPath,craftingCategory,tooltipTypeName,action,flags,size.boxSize,size.collidableSize,assetRefs.publicModel,assetRefs.publicIcon,warnings
1534621126189256,Race End Plate,Race End Plate,,food_or_tabletop,,Race,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":2}","{""x"":1,""y"":0.05,""z"":2}",,,"[""very thin/low placeable bounds""]"
4537020877769778,Unknown Crafting Station,Unknown Crafting Station,,decor_or_misc,,Crafting Station,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}",,,,,"[""missing boxSize""]"
7664147357616014,Orville's Note,Orville's Note,,wall_or_display_decor,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":1,""z"":1}",,,,[]
6602247422526696,Orville's Silver Note,Orville's Silver Note,,wall_or_display_decor,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":1,""z"":1}",,,,[]
5928309631144743,Protection Stone,Protection Stone,,nature_or_resource,placeables/runic_stone,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/runic_stone.b293fa6b00b37171a7823eb997cd03e9.gltf,/buckets/biomes-static/asset_data/icons/placeables/runic_stone.8a1fb0e425bbbd6cdcb2bc22f3fbf2fc.png,[]
7539420629349913,Minigame Leaderboard,Minigame Leaderboard,,wall_or_display_decor,placeables/frames/silver_frame_large,Race,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":4,""z"":4}",,/buckets/biomes-static/asset_data/placeables/frames/silver_frame_large.03ab19cdfaf17a9bf2cc5d565282b545.gltf,/buckets/biomes-static/asset_data/icons/placeables/frames/silver_frame_large.8294040ab95c99516e9f5d02d297fb27.png,[]
5472126790760839,Fence,Fence,,decor_or_misc,placeables/furniture/fence,Furniture,Furniture,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":5,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/furniture/fence.c8eb9c15a0ee88a6226da656bc88970f.gltf,/buckets/biomes-static/asset_data/icons/placeables/furniture/fence.cbd58ff0c64f8d2fa0df3e676ac5c350.png,[]
1467089527466139,Orville's Gold Note,Orville's Gold Note,,wall_or_display_decor,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":1,""z"":1}",,,,[]
8643355539158857,deprecated8643355539158857,deprecated8643355539158857,,actor,npcs/helping_robot,Objects,Friendly robot,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
4228994095824717,Race Checkpoint — Big,Race Checkpoint — Big,,decor_or_misc,,Minigame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":2,""y"":0.05,""z"":2}",,,,"[""very thin/low placeable bounds""]"
7469132638841053,Metagame Team Leaderboard,Metagame Team Leaderboard,,wall_or_display_decor,placeables/frames/silver_frame_large,Metagame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":4,""z"":4}",,/buckets/biomes-static/asset_data/placeables/frames/silver_frame_large.03ab19cdfaf17a9bf2cc5d565282b545.gltf,/buckets/biomes-static/asset_data/icons/placeables/frames/silver_frame_large.8294040ab95c99516e9f5d02d297fb27.png,[]
7878456818884249,Race Checkpoint — Ultra Wide,Race Checkpoint — Ultra Wide,,decor_or_misc,,Minigame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":0.05,""z"":3}",,,,"[""very thin/low placeable bounds""]"
6987453174497359,Loretje's Latte,Loretje's Latte,,nature_or_resource,,Objects,Home Decoration,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
5013876656537945,Blueprint: Thermolite,Blueprint: Thermolite,,decor_or_misc,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":2,""z"":1}",,,,[]
370045597116844,Spleef Spawn Point,Spleef Spawn Point,,decor_or_misc,,Minigame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":0.1,""z"":1}",,,,"[""very thin/low placeable bounds""]"
8972744357441678,Fishing Bench,Fishing Bench,,furniture,placeables/furniture/bench,Furniture,Furniture,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/furniture/bench.9e3ad63fef14129e8b922f6a860e7d11.gltf,/buckets/biomes-static/asset_data/icons/placeables/furniture/bench.ac0b3c5b82c341c863009083086361bc.png,[]
1825420459484848,Marina Shopping Stall Blueprint,Marina Shopping Stall Blueprint,,architecture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":4,""z"":4}",,,,[]
7868809447633355,Blueprint: Shelter Frame,Blueprint: Shelter Frame,,wall_or_display_decor,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":9,""y"":7,""z"":9}",,,,[]
7025353561527908,Books,Books,,wall_or_display_decor,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
7539420629350105,Tailoring Booth,Tailoring Booth,,decor_or_misc,placeables/crafting_stations/oak_tailoring_booth,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":4,""y"":1,""z"":3}",,/buckets/biomes-static/asset_data/placeables/crafting_stations/oak_tailoring_booth.e8d4f8cdd3ba22725a6a66e3248e52c4.gltf,/buckets/biomes-static/asset_data/icons/placeables/crafting_stations/oak_tailoring_booth.1a53921be33c5a73fab7209a538dc7f3.png,[]
2386346187692390,Dennis' Needle,Dennis' Needle,,decor_or_misc,,Objects,Item,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
6637391417828565,Jumbotron XL,Jumbotron XL,,decor_or_misc,,Objects,Jumbotron,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":11.2,""z"":16.4}",,,,"[""very large placeable bounds""]"
7539420629350138,Small Chest,Small Chest,,storage_or_clutter,placeables/containers/wood_container,Objects,Container,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/containers/wood_container.aedd23f7acd7124fe21c0d92c0c79710.gltf,/buckets/biomes-static/asset_data/icons/placeables/containers/wood_container.cfa9e676208013e12d769f85116194d2.png,[]
4537020877769796,Small Wood Frame,Small Wood Frame,,wall_or_display_decor,placeables/frames/oak_frame_small,Objects,Frame,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/frames/oak_frame_small.eda6d8314e517db628e59ab463cc8961.gltf,/buckets/biomes-static/asset_data/icons/placeables/frames/oak_frame_small.051cbc84b90e4c6d3c774702927cdcf1.png,[]
8101724553448603,Electrician's Bag,Electrician's Bag,,storage_or_clutter,placeables/quests/bag1,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/quests/bag1.227c83f90ae7fe2b1a963feaafea596a.gltf,/buckets/biomes-static/asset_data/icons/placeables/quests/bag1.d2d49f373ee67ce0727c9a94e053828f.png,[]
5377720372134110,Flower Pot,Flower Pot,,nature_or_resource,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
6977805803201177,Blueprint: Marina Table,Blueprint: Marina Table,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":2,""y"":1,""z"":3}",,,,[]
4537020877769805,Branches Door,Branches Door,,architecture,placeables/doors/branches_door,Objects,Door,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.2,""y"":2,""z"":1}",,/buckets/biomes-static/asset_data/placeables/doors/branches_door.bcf56c7681fab0a555ef128f526d55af.gltf,/buckets/biomes-static/asset_data/icons/placeables/doors/branches_door.8c5f2cfa0a31ff619de243b08eec8466.png,[]
6465116931230474,Blueprint: Fishing Bench,Blueprint: Fishing Bench,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":1,""z"":1}",,,,[]
5424579032474707,Admin Robot,Admin Robot,,actor,npcs/helping_robot,Objects,,placeRobot,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1.5,""z"":1}",,,,[]
65464304897922,Angler's Table,Angler's Table,,furniture,,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":2,""y"":2,""z"":3}",,,,[]
734578410658445,Dankwater Skeleton,Dankwater Skeleton,,decor_or_misc,,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
6793127553622876,Tailor's Trunk,Tailor's Trunk,,storage_or_clutter,,Objects,Container,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
6811733198167399,Electrician's Bag,Electrician's Bag,,storage_or_clutter,placeables/quests/bag1,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/quests/bag1.227c83f90ae7fe2b1a963feaafea596a.gltf,/buckets/biomes-static/asset_data/icons/placeables/quests/bag1.d2d49f373ee67ce0727c9a94e053828f.png,[]
833808514941545,Palm Leaves,Palm Leaves,,decor_or_misc,,Objects,Flora,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":17,""y"":6,""z"":17}",,,,"[""very large placeable bounds""]"
30320309644809,Boombox,Boombox,,decor_or_misc,,Objects,Speaker,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":2}",,,,[]
4537020877769790,Large Silver Frame,Large Silver Frame,,wall_or_display_decor,placeables/frames/silver_frame_large,Objects,Frame,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":4,""z"":4}",,/buckets/biomes-static/asset_data/placeables/frames/silver_frame_large.03ab19cdfaf17a9bf2cc5d565282b545.gltf,/buckets/biomes-static/asset_data/icons/placeables/frames/silver_frame_large.8294040ab95c99516e9f5d02d297fb27.png,[]
7839178235946121,Record Player,Record Player,,actor,placeables/record_player,Objects,Speaker,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/record_player.5b30aeeaa838db4f0f85fd7e9b138d7a.gltf,/buckets/biomes-static/asset_data/icons/placeables/record_player.d32e8362b15beb3ad6d1bf1ed1d339b5.png,[]
1671751617485949,Mucked Restoro Bot,Mucked Restoro Bot,,actor,npcs/mucked_robot,Objects,,placeRobot,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1.5,""z"":1}",,,,[]
5745009577454038,Minigame Gates,Minigame Gates,,architecture,placeables/minigames/minigame_gates,Minigame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":2}",,/buckets/biomes-static/asset_data/placeables/minigames/minigame_gates.7a6bf42e6b0fce30fc5af00fb37ffafe.gltf,/buckets/biomes-static/asset_data/icons/placeables/minigames/minigame_gates.d875e547b306a3da610d319b738c66ad.png,[]
1571143317340792,Advanced Network Tower,Advanced Network Tower,,architecture,placeables/network_tower,Communications,Communications,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":6,""z"":3}",,/buckets/biomes-static/asset_data/placeables/network_tower.e7fcc0181f43df646334b44725cb5fe0.gltf,/buckets/biomes-static/asset_data/icons/placeables/network_tower.e31e2ee13504acbbf77f9c443e5f1e3d.png,[]
8287780998923911,Dye-O-Matic,Dye-O-Matic,,decor_or_misc,,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":3,""z"":3}",,,,[]
8958273300572669,Blueprint: Fishing Bench,Blueprint: Fishing Bench,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":1,""z"":1}",,,,[]
1403692516415707,Seed Mill,Seed Mill,,decor_or_misc,,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":3,""z"":1}",,,,[]
8176147131639241,Blueprint: Angler's Table,Blueprint: Angler's Table,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":2,""y"":2,""z"":3}",,,,[]
1534621126189448,Workbench,Workbench,,furniture,,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":3}",,,,[]
7539420629350135,Birch Door,Birch Door,,architecture,placeables/doors/birch_door,Objects,Door,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.2,""y"":2,""z"":1}",,/buckets/biomes-static/asset_data/placeables/doors/birch_door.952b043b050ae8ca135745758243e388.gltf,/buckets/biomes-static/asset_data/icons/placeables/doors/birch_door.f4ceb0a2f23502246237fefa1b872e47.png,[]
7443636014830386,Blueprint: Table,Blueprint: Table,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":1,""z"":2}",,,,[]
7539420629350102,Blueprint: Thermoblaster,Blueprint: Thermoblaster,,decor_or_misc,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":3,""z"":3}",,,,[]
3504752154366770,Modern Shelter Frame Blueprint,Modern Shelter Frame Blueprint,,wall_or_display_decor,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":11,""y"":11,""z"":13}",,,,"[""very large placeable bounds""]"
1167331920870018,Wood Text Sign,Wood Text Sign,,wall_or_display_decor,,Objects,Frame,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":1}",,,,[]
4084972625066308,Marina Table,Marina Table,,furniture,placeables/furniture/ttable,Furniture,Furniture,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":2,""y"":1,""z"":3}",,/buckets/biomes-static/asset_data/placeables/furniture/ttable.6873e9969b2453a162bce6c28d87af72.gltf,/buckets/biomes-static/asset_data/icons/placeables/furniture/ttable.bea0245395f09a5fb0e55c80ad41679e.png,[]
6857902760565950,Muck Buster,Muck Buster,,decor_or_misc,,Muck Clearing Device,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.875,""y"":0.875,""z"":0.875}",,,,[]
2393237167156092,Depracated Muck Stone,Depracated Muck Stone,,nature_or_resource,placeables/runic_stone,Item,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/runic_stone.b293fa6b00b37171a7823eb997cd03e9.gltf,/buckets/biomes-static/asset_data/icons/placeables/runic_stone.8a1fb0e425bbbd6cdcb2bc22f3fbf2fc.png,[]
7539420629350162,Blueprint,Blueprint,,decor_or_misc,items/blueprint,Blueprint,,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}",,,,,"[""missing boxSize""]"
6720083171323032,Crate,Crate,,storage_or_clutter,placeables/quests/cargo_crate,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1.5,""y"":1,""z"":2}",,/buckets/biomes-static/asset_data/placeables/quests/cargo_crate.4f1f06a134af0c6c1a087727b9f72834.gltf,/buckets/biomes-static/asset_data/icons/placeables/quests/cargo_crate.2e9d41c60a9bf9f73c81c50076b099f4.png,[]
6360374043406692,Spleef Start,Spleef Start,,wall_or_display_decor,placeables/minigames/spleef_start_flag,Minigame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":1}",,/buckets/biomes-static/asset_data/placeables/minigames/spleef_start_flag.71ee33c662758f323b2b060a5dfb4674.gltf,/buckets/biomes-static/asset_data/icons/placeables/minigames/spleef_start_flag.5a970edb70065225a1c9894fbb98fc16.png,[]
394164025236477,Restoration Stone,Restoration Stone,,nature_or_resource,placeables/runic_stone,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/runic_stone.b293fa6b00b37171a7823eb997cd03e9.gltf,/buckets/biomes-static/asset_data/icons/placeables/runic_stone.8a1fb0e425bbbd6cdcb2bc22f3fbf2fc.png,[]
6968847529900621,Wall Plate,Wall Plate,,wall_or_display_decor,placeables/quests/plate_wall,Objects,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,/buckets/biomes-static/asset_data/placeables/quests/plate_wall.5b1c3ed18075d3594a12c4938a39a23c.gltf,/buckets/biomes-static/asset_data/icons/placeables/quests/plate_wall.af1e52b8c180e1009d25dca1233d9247.png,[]
7539420629350159,Blueprint: Workbench,Blueprint: Workbench,,furniture,items/blueprint,Blueprints,Blueprint,place,"{""isPlaceable"":false,""isBlueprint"":true,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":3}",,,,[]
6200503319892827,High Low Silo Silver Trophy,High Low Silo Silver Trophy,,decor_or_misc,,Objects,Race Medal,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":1}",,,,[]
4537020877769721,Arcade Machine,Arcade Machine,,decor_or_misc,placeables/arcade_machine,Crafting Station,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":1}",,/buckets/biomes-static/asset_data/placeables/arcade_machine.64b4a035df4a23ee940270fafe7f0ef4.gltf,/buckets/biomes-static/asset_data/icons/placeables/arcade_machine.b270deb74273d02be3103a980e7d6806.png,[]
1445038393184935,Robot Motor Unit,Robot Motor Unit,,actor,items/robot_chipset,Materials,Raw Material,,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":false,""isCollidable"":false}",,,,,"[""missing boxSize""]"
1534621126189478,Door,Door,,architecture,,Item,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}",,,,,"[""missing boxSize""]"
280462864114905,Mini-fridge,Mini-fridge,,storage_or_clutter,,Objects,Container,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":2,""z"":1}",,,,[]
1534621126189262,Wardrobe,Wardrobe,,furniture,placeables/crafting_stations/log_workbench,Crafting Station,Crafting Station,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":1,""y"":1,""z"":3}",,/buckets/biomes-static/asset_data/placeables/crafting_stations/log_workbench.07563da41a51cb3124eae858f2e56497.gltf,/buckets/biomes-static/asset_data/icons/placeables/crafting_stations/log_workbench.bf3cc7b20adfeafaf79640f1158a854b.png,[]
7226570161777716,Marina Table,Marina Table,,furniture,placeables/furniture/table,Furniture,Furniture,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":3,""y"":1,""z"":2}",,/buckets/biomes-static/asset_data/placeables/furniture/table.bcfcd22109d859bc426aeddec2d6d294.gltf,/buckets/biomes-static/asset_data/icons/placeables/furniture/table.14c6aac54d6a75b5bfd55fa3cd248570.png,[]
7119759980118961,Metagame Leaderboard,Metagame Leaderboard,,wall_or_display_decor,placeables/frames/silver_frame_large,Metagame,,place,"{""isPlaceable"":true,""isBlueprint"":false,""isBlock"":false,""isDroppable"":true,""isCollidable"":false}","{""x"":0.1,""y"":4,""z"":4}",,/buckets/biomes-static/asset_data/placeables/frames/silver_frame_large.03ab19cdfaf17a9bf2cc5d565282b545.gltf,/buckets/biomes-static/asset_data/icons/placeables/frames/silver_frame_large.8294040ab95c99516e9f5d02d297fb27.png,[]
